lv_thought,lv_registered,lv_plan_vote,lv_already_voted,vote_method_plan,lv_likely,vote_method,vote_measure_100pct_income_tax,vote2016,agree_flies_animal_feed,agree_eat_animals_fed_insects,agree_eat_insects,agree_flies_animal_feed_alt,agree_eat_animals_fed_insects_alt_reverse,agree_insect_feed_harms_health,agree_farming_harms_environment,agree_farming_climate_change,agree_farming_covid,agree_plant_based_is_meat,agree_stop_buying_if_reneg,agree_vote_cand_oppose_abortion,agree_vote_cand_gun_control,agree_vote_cand_animal_welfare,agree_vote_cand_reg_farming,agree_vote_veg,agree_vote_gay,agree_vote_atheist,agree_pain_dogs,agree_pain_pigs,agree_pain_chickens,agree_pain_fish,agree_pain_honeybees,agree_pain_termites,agree_pain_ants,gss_trust,gss_bible,gss_spanking,agree_birth_control_immoral,agree_11hrs_sleep,agree_40hrs_work,agree_puerto_rico,agree_socialists_no_teach,agree_immigrants_work,agree_need_more_equal_rights,ffq_chicken,ffq_turkey,ffq_pork,ffq_beef,ffq_fish,ffq_seafood,ffq_other_meat,ffq_dairy,ffq_eggs,ffq_none,news_wsj,news_daily_wire,news_npr,news_guardian,news_msnbc,news_cnn,news_john_oliver,news_steven_colbert,news_nyt,news_atlantic,news_fox,news_wp,news_none,news_amount,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,social_none,gender,race,education,state,income,urban_rural,vote_measure_ca_prop16_affirmative_action,vote_measure_ca_prop22_rideshare,vote_measure_ca_prop14_stem_cell,vote_measure_ca_prop15_property_tax,vote_measure_ca_prop21_rent_control,vote_measure_ca_prop23_dialysis,vote_measure_ca_prop25_bail,vote_measure_ca_prop17_felon_vote,vote_measure_ca_prop20_parole,vote_measure_ca_prop18_17yo_vote,vote_measure_psilocybin,vote_measure_alt_protein_funding,vote_measure_no_insect_feed,vote_measure_no_labeling,vote_measure_cage_free,vote_measure_co_gray_wolf,vote_measure_utah_hunt,vote_measure_mt_firearms,vote_measure_al_citizen_voting,vote_measure_la_a1_abortion,vote_measure_primate_rights,vote_measure_ne428_payday_cap,vote_measure_nvq6_renewables_mandate,vote_measure_marijuana,vote_measure_no_slavery,vote_measure_rank_choice,vote_measure_mi_prop2_electronic_privacy,vote_measure_family_leave,vote_measure_min_wage,vote_measure_stand_ground,vote_measure_22wk_abortion,vote_measure_income_tax_for_educ,vote_measure_cig_tax,vote_trump_biden,vote_senate,vote_rep,age,voted2016,pescetarian,vegetarian,vegan,region,meta_straightlining_vote_measure,weight,lv_index,rv_index,lv_weight,rv_weight,lv_weight_alt,lv_weight_2020
Quite a lot,Yes,Yes,Yes,,,By mail,Vote for / Support,Hillary Clinton,Agree,Agree,Disagree,Don't know,Disagree,Agree,Agree,Agree,Don't know,Disagree,Agree,Don't know,Agree,Agree,Disagree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can trust,Inspired word,Agree,Disagree,Disagree,Agree,Agree,Don't know,Agree,Agree,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,Female,Asian or Asian American,Graduated from college,Texas,"Over $150,000",Urban,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.36684914591404166,0.83,1,0.4687578153216307,0.45762738434272937,0.4385003880800104,0.4510693965824462
Some,Yes,Yes,No,In person on election day,Somewhat likely,,Vote for / Support,Donald Trump,Agree,Don't know,Don't know,Agree,Don't know,Agree,Agree,Don't know,Don't know,Agree,Don't know,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Agree,Don't know,Don't know,Agree,Don't know,Can trust,Word of God,Agree,Don't know,Agree,Agree,Agree,Don't know,Agree,Don't know,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,Male,White or Caucasian,Graduated from college,Texas,"Between $100,000 and $150,000",Urban,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,"Donald Trump, the Republican",A Republican candidate,A Republican candidate,25-44,True,False,False,False,South,0.7941176470588235,0.056004239228343036,0.63,1,0.05431807474626135,0.06986270459023061,0.0508119461211584,0.053868715494642984
Quite a lot,Yes,Yes,No,In person on election day,Very likely,,Vote against / Oppose,Did not vote,Don't know,Don't know,Don't know,Agree,Disagree,Don't know,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Don't know,Agree,Don't know,Don't know,Don't know,Can't be too careful,Inspired word,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,Male,Hispanic or Latino,"Some college, no degree",Texas,"Between $15,000 and $49,999",Suburban,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,False,False,False,False,South,0.7941176470588235,4.530970326869696,0.63,1,4.394552774559347,5.652176439047106,4.110892734151368,4.22872580142501
Some,Yes,Don't know,No,Don’t know,Neither likely nor unlikely,,Don’t know / Undecided,Did not vote,Don't know,Don't know,Agree,Don't know,Don't know,Disagree,Don't know,Don't know,Disagree,Disagree,Don't know,Disagree,Agree,Don't know,Don't know,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Don't know,Disagree,Can't be too careful,I don’t know,Don't know,Disagree,Disagree,Don't know,Don't know,Disagree,Agree,Agree,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,Male,Asian or Asian American,"Some college, no degree",Texas,"Under $15,000",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",Not decided,Not decided,18-24,False,False,False,False,South,0.7941176470588235,0.03481750905587312,0.34,1,0.018224664039821772,0.043433236184505,0.017048296567826613,0.017536962462630704
Quite a lot,No,No,No,,,,Vote against / Oppose,Other,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Don't know,Don't know,Disagree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Can't be too careful,Book of fables,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,Female,White or Caucasian,"Some college, no degree",Texas,"Between $100,000 and $150,000",Suburban,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Another candidate,A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.3226674286393189,0.11,0,0.05464252129344786,0.0,0.05111545025954783,0.06672024612909373
Some,No,No,No,,,,Vote for / Support,Did not vote,Don't know,Don't know,Disagree,Agree,Agree,Don't know,Agree,Agree,Don't know,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Disagree,Disagree,Disagree,Disagree,Don't know,Disagree,Agree,Agree,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,Female,Asian or Asian American,"Some college, no degree",Texas,"Under $15,000",Suburban,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not decided,Do not intend to vote,Do not intend to vote,18-24,False,False,False,False,South,0.7941176470588235,0.023935072816560186,0.11,0,0.004053314992326261,0.0,0.003791681203066596,0.007808493835539159
Quite a lot,Yes,No,No,,,,Don’t know / Undecided,Did not vote,Don't know,Agree,Don't know,Agree,Disagree,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Disagree,Don't know,Agree,Agree,Disagree,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Can trust,Book of fables,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,Other,Hispanic or Latino,"Some college, no degree",Texas,"Under $15,000",Urban,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Do not intend to vote,A Democratic candidate,A Democratic candidate,18-24,False,False,False,False,South,0.7941176470588235,0.2652267130733257,0.34,1,0.1388286488958982,0.3308580878909982,0.1298675231168263,0.10940649269961356
Some,No,No,No,,,,Vote against / Oppose,Did not vote,Don't know,Agree,Agree,Agree,Disagree,Don't know,Agree,Agree,Don't know,Don't know,Don't know,Disagree,Don't know,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Agree,Disagree,Disagree,Agree,Don't know,Don't know,Agree,Disagree,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,Female,White or Caucasian,Completed graduate school,Texas,"Under $15,000",Rural,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Do not intend to vote,Do not intend to vote,Do not intend to vote,25-44,False,False,False,False,South,0.7941176470588235,0.023028781914181073,0.11,0,0.0038998380202620456,0.0,0.0036481108782383544,0.0030733397125647685
Some,No,No,No,,,,Vote against / Oppose,Did not vote,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Can't be too careful,Book of fables,Agree,Disagree,Disagree,Disagree,Agree,Don't know,Agree,Agree,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,Female,White or Caucasian,"Some college, no degree",Texas,"Over $150,000",Suburban,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",Do not intend to vote,Do not intend to vote,18-24,False,False,False,False,South,0.7941176470588235,0.253656835861006,0.11,0,0.042955835713610224,0.0,0.04018311805168546,0.04133491167872749
Quite a lot,Yes,Yes,Yes,,,By mail,Vote against / Oppose,Hillary Clinton,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,Male,Hispanic or Latino,Completed graduate school,Texas,"Between $15,000 and $49,999",Rural,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.7810203683123125,0.83,1,0.9979835189736544,0.9742868758181782,0.9335655770712614,0.9603249460359452
Quite a lot,Yes,Yes,Yes,,,In person,Don’t know / Undecided,Hillary Clinton,Don't know,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Don't know,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Don’t know,Book of fables,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,Female,Other,Graduated from college,Texas,"Under $15,000",Urban,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,45-64,True,False,False,False,South,0.7941176470588235,0.1772396592171861,0.83,1,0.2264758589964551,0.22109829763202676,0.211857272166352,0.2179298685141478
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Don’t know / Undecided,Hillary Clinton,Don't know,Agree,Agree,Agree,Disagree,Don't know,Don't know,Disagree,Disagree,Disagree,Agree,Don't know,Disagree,Don't know,Don't know,Disagree,Don't know,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Inspired word,Disagree,Disagree,Disagree,Agree,Don't know,Disagree,Agree,Agree,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,Female,White or Caucasian,Completed graduate school,Texas,"Between $100,000 and $150,000",Suburban,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.04632689915840414,0.83,1,0.05919625623227546,0.05779066933288558,0.055375250251403586,0.056962505383108056
Some,Yes,Don't know,No,Don’t know,Somewhat likely,,Don’t know / Undecided,Did not vote,Don't know,Agree,Agree,Agree,Disagree,Don't know,Agree,Agree,Disagree,Don't know,Don't know,Disagree,Disagree,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Can trust,Book of fables,Disagree,Disagree,Disagree,Don't know,Agree,Disagree,Agree,Agree,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,Male,Asian or Asian American,"Some college, no degree",Texas,"Under $15,000",Suburban,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",Not decided,A Democratic candidate,18-24,False,False,False,False,South,0.7941176470588235,0.03481750905587312,0.34,1,0.018224664039821772,0.043433236184505,0.017048296567826613,0.017536962462630704
Quite a lot,Yes,Yes,No,In person before election day,Likely,,Vote against / Oppose,Donald Trump,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Don't know,Don't know,Don't know,Agree,Disagree,Disagree,Don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Can trust,Book of fables,Agree,Disagree,Disagree,Agree,Don't know,Don't know,Don't know,Disagree,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,Male,White or Caucasian,Graduated from college,Texas,"Between $15,000 and $49,999",Suburban,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,"Donald Trump, the Republican",A Republican candidate,Not decided,25-44,True,False,False,False,South,0.7941176470588235,0.04045026222003379,0.83,1,0.05168712196455017,0.050459835880520304,0.04835081634776153,0.05125952789843507
Quite a lot,No,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Did not vote,Agree,Agree,Agree,Don't know,Disagree,Disagree,Agree,Agree,Don't know,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Disagree,Disagree,Disagree,Don't know,Don't know,Disagree,Agree,Agree,True,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,Male,Asian or Asian American,Graduated from college,Texas,"Under $15,000",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,False,False,False,False,South,0.7941176470588235,0.06932569252791755,0.11,0,0.011740046543012457,0.0,0.010982248822147357,0.011297039829347672
Quite a lot,No,No,No,,,,Vote against / Oppose,Did not vote,Disagree,Disagree,Agree,Disagree,Agree,Agree,Don't know,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Don't know,Disagree,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Inspired word,Don't know,Disagree,Disagree,Disagree,Don't know,Disagree,Agree,Agree,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,False,False,Female,Asian or Asian American,"Some college, no degree",Texas,"Between $15,000 and $49,999",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",Not decided,Not decided,18-24,False,False,False,False,South,0.7941176470588235,0.08419359846670248,0.11,0,0.014257870763061536,0.0,0.013337552267810943,0.01371985479800895
Only a little,No,No,No,,,,Vote for / Support,Did not vote,Disagree,Disagree,Agree,Agree,Agree,Agree,Don't know,Disagree,Disagree,Disagree,Agree,Don't know,Agree,Agree,Don't know,Don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Word of God,Agree,Disagree,Disagree,Disagree,Don't know,Agree,Agree,Disagree,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,Female,Asian or Asian American,Completed graduate school,Texas,"Between $100,000 and $150,000",Urban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not decided,Not decided,Not decided,25-44,False,False,False,False,South,0.7941176470588235,0.19721542648293677,0.11,0,0.0333976942960555,0.0,0.03124193652056664,0.06433886597160358
Some,Yes,Yes,No,In person before election day,Likely,,Vote against / Oppose,Did not vote,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Don't know,Disagree,Disagree,Don't know,Disagree,Disagree,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can trust,Book of fables,Don't know,Disagree,Disagree,Disagree,Don't know,Disagree,Agree,Disagree,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,Male,Hispanic or Latino,Graduated from college,Texas,"Under $15,000",Suburban,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Another candidate,Not decided,Not decided,18-24,False,False,False,False,South,0.7941176470588235,0.15603586417790177,0.63,1,0.15133796745199557,0.1946475415922657,0.14156938890374976,0.18478844310364353
Quite a lot,Yes,Yes,Yes,,,In person,Vote for / Support,Hillary Clinton,Disagree,Disagree,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Can't be too careful,Inspired word,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,Male,Other,"Some college, no degree",Texas,"Between $15,000 and $49,999",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.071744808897028,0.83,1,0.09167512110582637,0.08949833903500222,0.08575766604468135,0.08821579119796621
Some,Yes,No,No,,,,Vote against / Oppose,Donald Trump,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Agree,Disagree,Don't know,Don't know,Don't know,Disagree,Don't know,Agree,Disagree,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Disagree,Disagree,Disagree,Disagree,Don't know,Agree,Don't know,Disagree,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,Female,White or Caucasian,"Some college, no degree",Texas,"Under $15,000",Rural,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,"Donald Trump, the Republican",A Republican candidate,A Republican candidate,25-44,True,False,False,False,South,0.7941176470588235,0.016096336885571272,0.23,1,0.005699513751436725,0.02007943763393515,0.005331620956884841,0.005652363162136605
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Did not vote,Don't know,Agree,Disagree,Agree,Disagree,Don't know,Agree,Don't know,Don't know,Don't know,Agree,Disagree,Don't know,Agree,Agree,Disagree,Disagree,Don't know,Agree,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Can trust,Book of fables,Disagree,Disagree,Disagree,Don't know,Don't know,Disagree,Don't know,Don't know,True,True,True,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,Female,Hispanic or Latino,"Some college, no degree",Texas,"Between $100,000 and $150,000",Suburban,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Another candidate,A Republican candidate,A Democratic candidate,25-44,False,False,False,False,South,0.7941176470588235,4.312487354797052,0.63,1,4.182647844301476,5.379629011455555,3.912665864930237,5.107145260454527
